competition_id,Ao5,round_type_id,group_id,is_extra,scramble_num,scramble,optimal_slicecount,optimal_solution
AmmanWintertime2023,9.0,f,B,1,1,"(1,6) / (-3,6) / (-3,0) / (-4,-1) / (-5,-2) / (3,-1) / (-3,-3) / (5,0) / (4,0) / (2,-2) / (-4,0) / (2,0)",9,"(4,4)/(4,-3)/(2,4)/(2,-2)/(3,6)/(3,0)/(0,1)/(2,-4)/(3,6)/(0,-5)"
AmmanWintertime2023,9.0,f,B,1,2,"(-2,0) / (2,-4) / (0,-3) / (-5,-5) / (3,0) / (3,0) / (6,-4) / (-3,-3) / (-5,0) / (6,-2) / (-2,0) / (4,-2)",9,"(0,2)/(0,-5)/(1,6)/(1,-2)/(5,6)/(1,6)/(2,6)/(3,3)/(-2,0)/(-4,3)"
ChippenhamAutumn2022,9.0,d,B,0,1,"(-2,-3) / (0,-3) / (-4,-1) / (-3,-3) / (4,-5) / (3,-4) / (-3,-3) / (5,0) / (0,-4) / (-2,-4)",9,"(2,4)/(0,4)/(1,6)/(3,3)/(3,-2)/(2,-1)/(3,3)/(4,1)/(3,0)/(-4,-3)"
ChippenhamAutumn2022,9.0,d,B,0,2,"(0,2) / (4,-5) / (3,-3) / (-3,0) / (5,-4) / (3,0) / (0,-2) / (-3,0) / (-2,0) / (-1,0) / (0,-4) / (3,0) / (-3,-2) /",9,"/(5,2)/(2,4)/(4,-1)/(0,4)/(0,2)/(1,-4)/(3,0)/(0,-2)/(5,-3)"
ChippenhamAutumn2022,9.0,d,B,0,3,"(4,0) / (-1,2) / (-5,4) / (5,-4) / (-2,-2) / (-4,0) / (-3,0) / (-2,0) / (-1,0) / (3,-4) / (3,-4) /",9,"(4,1)/(2,-1)/(0,-2)/(5,-3)/(3,5)/(0,-5)/(3,0)/(3,-4)/(4,1)/(-1,6)"
ChippenhamAutumn2022,9.0,d,B,0,4,"(4,0) / (-1,-4) / (-5,1) / (0,-3) / (2,-1) / (3,-5) / (3,0) / (1,0) / (0,-1) / (-2,0) / (-4,-5) / (6,0)",9,"(0,6)/(2,-2)/(3,6)/(2,0)/(0,2)/(3,4)/(3,6)/(2,-3)/(6,3)/(0,4)"
ChippenhamAutumn2022,9.0,d,B,0,5,"(0,5) / (3,3) / (4,4) / (-3,0) / (-3,-3) / (-3,0) / (5,0) / (-3,0) / (4,-1) / (6,-2) / (2,0) / (6,-1)",11,"(2,-3)/(0,-4)/(1,6)/(0,-5)/(5,4)/(0,1)/(0,3)/(1,6)/(2,5)/(1,1)/(-4,-4)/(0,-5)"
ChippenhamAutumn2022,9.0,d,B,1,1,"(-3,-1) / (3,0) / (-3,0) / (-5,-2) / (3,0) / (-3,0) / (2,0) / (0,-3) / (-3,0) / (-3,-1) / (4,0) / (0,-4) / (4,0) / (6,0)",9,"(0,4)/(1,4)/(2,4)/(0,-4)/(3,-2)/(0,2)/(1,0)/(0,-1)/(0,-3)/(-4,4)"
ChippenhamAutumn2022,9.0,d,B,1,2,"(-3,2) / (4,-2) / (-1,-4) / (1,-2) / (3,-3) / (0,-4) / (0,-3) / (-1,0) / (6,-4) / (1,0) / (3,0) / (-3,0) /",12,"(1,-2)/(2,-2)/(2,4)/(4,-4)/(3,6)/(2,-3)/(1,5)/(0,3)/(3,6)/(5,0)/(3,-3)/(-5,-5)/(-1,3)"
AustralianNationals2022,9.0,f,A,0,1,"(-3,2) / (0,-3) / (-2,-5) / (5,-1) / (3,-5) / (0,-3) / (0,-1) / (0,-4) / (0,-2) / (-5,0) / (2,0) / (3,-2)",9,"(5,-2)/(1,0)/(2,3)/(3,0)/(2,6)/(1,6)/(3,5)/(0,-3)/(0,3)/(5,1)"
AustralianNationals2022,9.0,f,A,0,2,"(4,0) / (6,-3) / (5,5) / (0,-3) / (-5,-2) / (-1,0) / (0,-3) / (-3,0) / (3,-5) / (0,-2) / (-5,0) / (6,0)",9,"(4,0)/(5,6)/(0,-4)/(0,4)/(3,0)/(5,0)/(3,1)/(3,-3)/(-3,6)/(6,3)"
AustralianNationals2022,9.0,f,A,0,3,"(4,0) / (3,-3) / (-4,-4) / (0,-3) / (-3,-5) / (0,-3) / (0,-1) / (-5,0) / (0,-4) / (0,-3) / (-4,0) / (-2,-3) / (-3,-4)",12,"(3,-2)/(2,0)/(0,2)/(4,0)/(4,-1)/(0,-3)/(2,-3)/(1,-2)/(2,2)/(0,3)/(3,0)/(1,-5)/(5,3)"
AustralianNationals2022,9.0,f,A,0,4,"(0,-1) / (-3,6) / (-5,-2) / (3,0) / (0,-3) / (5,-1) / (-2,0) / (-3,-3) / (1,0) / (4,0) / (-1,0) / (-4,0) / (5,-2)",8,"(1,-1)/(3,6)/(3,6)/(4,0)/(0,1)/(4,-4)/(0,1)/(-3,6)/(2,-5)"
AustralianNationals2022,9.0,f,A,0,5,"(-5,-3) / (-4,5) / (-3,0) / (-5,-2) / (3,-4) / (-3,-3) / (0,-4) / (-5,0) / (3,-2) / (6,-4)",9,"(0,-2)/(2,-3)/(5,0)/(1,-3)/(3,3)/(0,-5)/(2,5)/(3,0)/(-5,4)/(-1,-3)"
AustralianNationals2022,9.0,f,A,1,1,"(-2,3) / (0,6) / (-1,2) / (0,-3) / (-5,-5) / (0,-4) / (-3,0) / (0,-3) / (1,0) / (0,-2) / (2,-3) / (-4,-2) / (1,0)",12,"(3,-2)/(2,0)/(5,-2)/(3,-4)/(5,3)/(3,4)/(0,3)/(3,6)/(1,3)/(0,-3)/(5,-4)/(-3,3)/(3,1)"
AustralianNationals2022,9.0,f,A,1,2,"(-5,0) / (3,0) / (0,-3) / (-1,-4) / (1,-2) / (-3,-1) / (0,-3) / (0,-3) / (-3,-1) / (-5,0) / (0,-2) / (6,-2)",11,"(0,-1)/(0,-3)/(2,3)/(0,1)/(5,-1)/(4,-3)/(3,0)/(3,3)/(3,6)/(0,-3)/(3,-5)/(5,3)"
GbgSummerCubing2022,9.0,d,B,0,1,"(6,2) / (1,1) / (-3,0) / (0,-3) / (-4,-1) / (0,-3) / (4,0) / (-3,-3) / (0,-4) / (-5,0) / (1,-2) / (6,-4)",11,"(2,-2)/(0,2)/(4,2)/(0,4)/(0,-5)/(0,-3)/(2,6)/(1,-3)/(3,0)/(3,-2)/(6,3)/(-1,6)"
GbgSummerCubing2022,9.0,d,B,0,2,"(-5,0) / (0,-3) / (0,3) / (2,-1) / (6,-3) / (1,0) / (0,-3) / (-1,-2) / (0,-2) / (3,-4) / (-2,0) / (0,-2) / (-3,0) /",11,"(1,-1)/(4,-3)/(1,-4)/(4,0)/(4,-4)/(2,-2)/(4,2)/(2,-5)/(3,3)/(0,-4)/(3,0)/(0,4)"
GbgSummerCubing2022,9.0,d,B,0,3,"(3,-1) / (0,-3) / (-2,-5) / (0,-3) / (6,0) / (-4,-4) / (0,-2) / (-3,-3) / (-4,0) / (0,-5) / (-2,0) / (-5,0) / (0,-3) /",9,"(4,0)/(4,0)/(1,6)/(3,3)/(2,3)/(3,6)/(1,-2)/(2,-1)/(1,-2)/(5,-3)"
GbgSummerCubing2022,9.0,d,B,0,4,"(0,5) / (-3,0) / (-2,4) / (0,-3) / (0,-3) / (3,0) / (6,0) / (5,0) / (-3,-3) / (-4,-1) / (-4,0) / (2,0) /",8,"(4,-4)/(4,0)/(4,-4)/(4,-4)/(2,-1)/(3,3)/(4,3)/(6,3)/(2,6)"
GbgSummerCubing2022,9.0,d,B,0,5,"(-5,0) / (6,0) / (-3,3) / (-4,-1) / (-5,-5) / (-4,0) / (0,-3) / (4,0) / (5,0) / (0,-5) / (6,0)",8,"(0,-1)/(0,-3)/(0,1)/(2,3)/(3,0)/(1,3)/(5,-4)/(6,-3)/(-3,1)"
GbgSummerCubing2022,9.0,d,B,1,1,"(0,2) / (-3,6) / (-5,1) / (-4,-4) / (-3,0) / (0,-3) / (4,0) / (-3,-3) / (-3,-2) / (0,-2) / (0,-2) / (2,0) /",10,"(4,0)/(2,6)/(1,-4)/(1,6)/(2,0)/(3,3)/(1,6)/(3,0)/(2,5)/(-5,1)/(5,0)"
GbgSummerCubing2022,9.0,d,B,1,2,"(-2,0) / (2,5) / (1,-2) / (5,-4) / (3,0) / (1,0) / (-3,-3) / (-3,0) / (-2,0) / (-4,0) / (-4,-2)",10,"(2,6)/(0,2)/(4,-2)/(4,-1)/(4,2)/(5,-5)/(5,-3)/(0,-5)/(0,3)/(-2,3)/(2,0)"
LazarilloOpen2022,9.0,d,A,0,1,"(0,5) / (3,0) / (-5,-2) / (-4,-4) / (-3,0) / (3,0) / (-2,0) / (-3,-3) / (5,0) / (0,-4) / (0,-2) / (2,0) / (0,-2) /",9,"(4,-2)/(0,-4)/(4,-4)/(3,-2)/(3,3)/(5,-3)/(3,6)/(1,1)/(3,6)/(-4,3)"
LazarilloOpen2022,9.0,d,A,0,2,"(0,5) / (0,-3) / (-2,-5) / (3,0) / (-3,0) / (2,-4) / (4,-3) / (0,-3) / (-3,0) / (0,-4) / (2,0) / (0,-2) / (4,0) / (0,-3)",11,"(1,6)/(3,-1)/(3,-4)/(4,-1)/(4,-1)/(3,-4)/(4,0)/(2,-1)/(4,0)/(0,-3)/(6,4)/(-4,0)"
LazarilloOpen2022,9.0,d,A,0,3,"(-2,0) / (0,3) / (-3,0) / (6,-3) / (-4,-1) / (6,-3) / (0,-2) / (0,-3) / (4,-3) / (-4,0) /",8,"(3,-3)/(3,3)/(4,3)/(3,-1)/(3,6)/(1,-3)/(3,3)/(6,3)/(-4,0)"
LazarilloOpen2022,9.0,d,A,0,4,"(0,-4) / (-5,-5) / (3,0) / (-4,-4) / (-3,0) / (3,0) / (1,0) / (0,-3) / (3,0) / (4,0) / (-4,-4) / (0,-2) / (3,-4) /",11,"(3,-4)/(2,2)/(1,-4)/(0,-2)/(5,6)/(1,4)/(2,-1)/(1,-3)/(3,0)/(3,6)/(4,-3)/(-1,0)"
LazarilloOpen2022,9.0,d,A,0,5,"(-2,-3) / (2,-1) / (3,0) / (0,-3) / (-2,-2) / (0,-4) / (3,0) / (0,-5) / (2,0) / (-4,0) / (3,-2) / (6,-2) / (2,0)",8,"(0,-4)/(4,0)/(0,2)/(4,-1)/(2,-5)/(2,3)/(0,3)/(3,0)/(3,-3)"
LazarilloOpen2022,9.0,d,A,1,1,"(6,-4) / (4,-2) / (-3,0) / (0,-3) / (5,-4) / (1,0) / (0,-3) / (-1,0) / (-5,-4) / (0,-4) / (-4,0) / (-2,-3) / (4,0)",10,"(2,3)/(3,1)/(3,-2)/(3,4)/(0,-4)/(3,-2)/(2,0)/(4,0)/(5,6)/(-3,0)/(6,6)"
LazarilloOpen2022,9.0,d,A,1,2,"(4,-3) / (0,3) / (0,-3) / (0,-3) / (-3,0) / (-1,0) / (0,-3) / (-3,0) / (6,-1) / (2,0) / (0,-2) / (4,-3) / (0,-1) / (-5,0)",11,"(3,-2)/(2,-4)/(2,3)/(0,4)/(0,4)/(4,6)/(0,-4)/(0,-1)/(4,0)/(0,-3)/(2,0)/(-3,-5)"
PJCubingComeback2022,9.0,d,A,0,1,"(4,3) / (3,0) / (-3,0) / (-1,-4) / (3,0) / (4,-5) / (0,-1) / (6,0) / (0,-3) / (-5,0) / (-1,-3) / (5,0) / (0,-4)",10,"(1,-2)/(3,0)/(0,-2)/(2,-3)/(3,-3)/(0,3)/(4,3)/(0,3)/(3,6)/(-4,-1)/(-3,1)"
PJCubingComeback2022,9.0,d,A,0,2,"(0,-4) / (1,4) / (3,3) / (3,0) / (5,-1) / (-3,-5) / (-3,0) / (0,-3) / (0,-3) / (-4,0) / (-2,0) /",9,"(4,0)/(2,6)/(1,0)/(3,-4)/(0,-2)/(5,-4)/(0,1)/(0,3)/(1,6)/(2,-3)"
PJCubingComeback2022,9.0,d,A,0,3,"(-2,6) / (2,-4) / (-3,0) / (0,-3) / (-5,-2) / (3,0) / (5,0) / (0,-3) / (-3,-1) / (-5,0) / (-1,0)",8,"(1,0)/(3,-5)/(0,2)/(0,3)/(0,-2)/(3,6)/(5,-1)/(1,4)/(-1,3)"
PJCubingComeback2022,9.0,d,A,0,4,"(4,3) / (-4,5) / (4,-2) / (-3,0) / (3,0) / (-4,0) / (0,-3) / (0,-1) / (-3,-4) / (-2,0) / (-3,-4) /",11,"(3,-2)/(0,6)/(2,6)/(1,-4)/(3,2)/(0,3)/(3,-5)/(0,3)/(0,-3)/(5,2)/(0,-3)/(3,-5)"
PJCubingComeback2022,9.0,d,A,0,5,"(4,-3) / (5,-1) / (6,-3) / (-2,0) / (-3,0) / (0,-3) / (-1,0) / (0,-5) / (2,0) / (2,-1) / (4,-2)",10,"(2,-4)/(1,-2)/(4,6)/(0,5)/(1,0)/(0,-5)/(5,-1)/(3,0)/(4,6)/(-3,0)/(2,1)"
PJCubingComeback2022,9.0,d,A,1,1,"(0,-4) / (4,-5) / (2,5) / (-3,0) / (3,0) / (4,0) / (3,0) / (2,-5) / (6,-2) / (5,-2) / (6,-2) / (0,-2)",11,"(2,-2)/(2,6)/(4,-3)/(3,-4)/(0,5)/(0,4)/(0,-3)/(4,3)/(2,-4)/(1,-2)/(5,-1)/(6,1)"
PJCubingComeback2022,9.0,d,A,1,2,"(-2,-3) / (-3,6) / (-3,0) / (2,-4) / (0,-3) / (-5,-3) / (-3,-3) / (5,0) / (-2,-4) / (-2,0) / (0,-2)",8,"(4,4)/(4,-4)/(2,6)/(1,6)/(3,3)/(2,-3)/(3,0)/(-2,4)/(-1,-3)"
HiveBlind2022,9.0,f,B,0,1,"(4,-3) / (0,-3) / (-1,-4) / (4,-5) / (2,-4) / (0,-5) / (-3,-3) / (-3,0) / (-5,0) / (5,0) / (0,-3)",10,"(2,4)/(2,2)/(2,3)/(5,6)/(0,-5)/(1,0)/(3,-1)/(3,3)/(1,-3)/(6,3)/(-4,6)"
HiveBlind2022,9.0,f,B,0,2,"(1,0) / (6,3) / (-4,5) / (-2,-5) / (-1,0) / (0,-3) / (4,0) / (6,-1) / (3,0) /",9,"/(3,6)/(1,6)/(2,6)/(0,3)/(1,0)/(2,5)/(4,-5)/(6,-3)/(-1,0)"
HiveBlind2022,9.0,f,B,0,3,"(-5,0) / (-4,-4) / (0,3) / (0,-3) / (-5,-2) / (-3,0) / (-3,-4) / (3,0) / (-4,-5) / (6,-4) / (0,-2) / (-1,0)",9,"(1,0)/(3,-4)/(0,-5)/(0,2)/(5,3)/(5,6)/(1,1)/(3,-1)/(3,6)/(3,-3)"
HiveBlind2022,9.0,f,B,0,4,"(-2,0) / (0,6) / (5,-4) / (-5,-2) / (-4,-1) / (0,-2) / (0,-3) / (-2,-1) / (3,0) / (-2,-5) / (0,-2) / (4,0) / (-5,0)",10,"(0,6)/(4,6)/(0,6)/(1,-2)/(0,2)/(3,-4)/(3,0)/(0,3)/(2,0)/(6,-3)/(3,4)"
HiveBlind2022,9.0,f,B,0,5,"(4,0) / (5,-4) / (1,4) / (3,0) / (6,0) / (-3,-1) / (0,-3) / (5,-2) / (-4,0) / (3,-4) / (-2,0)",10,"(2,6)/(0,-3)/(1,4)/(5,-4)/(4,-3)/(4,0)/(5,6)/(3,1)/(0,3)/(-2,6)/(-4,0)"
HiveBlind2022,9.0,f,B,1,1,"(-3,-4) / (0,3) / (3,0) / (1,-2) / (-4,0) / (-3,0) / (-3,0) / (-1,-3) / (2,-5) / (-2,-1) / (6,-2) / (-4,0)",9,"(4,4)/(5,6)/(3,-4)/(5,0)/(1,-5)/(5,2)/(4,1)/(5,0)/(3,6)/(5,-2)"
HiveBlind2022,9.0,f,B,1,2,"(0,2) / (3,0) / (6,-5) / (3,0) / (0,-4) / (-5,0) / (6,-4) / (-2,-1) / (6,-2) / (-2,-4)",9,"(2,4)/(0,-4)/(1,2)/(0,-2)/(5,0)/(3,6)/(0,3)/(0,1)/(3,0)/(-3,6)"
StockholmVRG2021,9.0,d,A,0,1,"(0,5) / (0,3) / (-3,6) / (0,-3) / (0,-3) / (1,-2) / (0,-1) / (0,-3) / (-1,0) / (0,-4) / (1,0) / (0,-2) / (-4,-5) / (-3,0)",9,"(3,0)/(4,5)/(3,-4)/(0,-1)/(4,-4)/(3,5)/(3,6)/(3,3)/(-3,-1)/(6,1)"
StockholmVRG2021,9.0,d,A,0,2,"(0,-4) / (1,1) / (-3,0) / (0,-3) / (-4,-1) / (4,-5) / (-4,0) / (0,-3) / (0,-1) / (-3,0) / (6,-2) / (0,-2)",9,"(3,-4)/(3,0)/(5,-3)/(3,0)/(4,1)/(0,-3)/(2,-1)/(3,-3)/(1,1)/(-4,3)"
StockholmVRG2021,9.0,d,A,0,3,"(-3,5) / (6,3) / (-2,-5) / (0,-3) / (5,-4) / (0,-5) / (0,-3) / (0,-1) / (6,-4) / (-2,0) / (3,-2) /",9,"(4,6)/(2,-1)/(1,-2)/(3,-2)/(2,0)/(4,-4)/(3,2)/(0,3)/(-1,3)/(3,4)"
StockholmVRG2021,9.0,d,A,0,4,"(4,0) / (-4,-1) / (1,-2) / (-3,0) / (0,-3) / (0,-3) / (0,-1) / (-3,-3) / (0,-4) / (0,-5) / (-3,0) / (4,0)",9,"(2,2)/(2,-2)/(2,-1)/(3,3)/(3,-1)/(3,0)/(1,-5)/(3,0)/(5,-1)/(-3,4)"
StockholmVRG2021,9.0,d,A,0,5,"(0,2) / (-5,-2) / (5,5) / (0,-3) / (0,-3) / (0,-5) / (-3,-3) / (-3,-1) / (-5,0) / (-1,-2) / (4,0) / (-2,-3) /",10,"(0,3)/(0,-1)/(2,-3)/(0,4)/(5,-5)/(3,-1)/(1,6)/(0,3)/(5,-3)/(-2,1)/(-1,6)"
StockholmVRG2021,9.0,d,A,1,1,"(-2,0) / (-1,-4) / (-2,1) / (0,-3) / (-3,-4) / (0,-3) / (-1,-2) / (3,-2) / (0,-2) / (6,-4) / (0,-5) /",11,"(5,-2)/(2,1)/(2,-1)/(3,2)/(0,2)/(4,2)/(0,-4)/(2,0)/(3,-2)/(3,6)/(2,-3)/(6,-5)"
StockholmVRG2021,9.0,d,A,1,2,"(0,2) / (4,-2) / (6,0) / (-3,0) / (0,-3) / (0,-1) / (-3,-3) / (1,-4) / (-4,0) / (-4,0) / (-3,-4) / (-4,0) / (5,0) /",11,"(1,-1)/(1,6)/(5,6)/(2,3)/(2,3)/(0,4)/(2,-4)/(2,-2)/(5,6)/(0,-3)/(-2,-3)/(-1,6)"
GreveGymnasium2020,9.0,d,B,0,1,"(-5,0) / (-1,-1) / (-3,6) / (3,0) / (-2,-2) / (-3,0) / (0,-1) / (0,-3) / (-1,0) / (-5,0) / (-4,0) / (-4,-3) / (0,-4) /",9,"(3,6)/(4,-2)/(0,3)/(2,-1)/(4,-2)/(5,0)/(2,0)/(1,2)/(-3,6)/(3,6)"
GreveGymnasium2020,9.0,d,B,0,2,"(0,-4) / (4,-2) / (-4,5) / (-3,0) / (6,0) / (0,-3) / (-3,-2) / (0,-3) / (0,-3) / (-3,-2) / (-2,-1) / (6,0)",9,"(4,6)/(3,2)/(4,0)/(2,-4)/(0,-3)/(1,3)/(3,-3)/(3,6)/(3,0)/(5,1)"
GreveGymnasium2020,9.0,d,B,0,3,"(0,5) / (0,-3) / (6,-3) / (-3,0) / (3,0) / (1,-2) / (-3,-4) / (0,-3) / (0,-3) / (3,-1) / (2,-5) / (0,-4) /",12,"(2,6)/(2,5)/(4,2)/(0,4)/(3,4)/(1,-4)/(2,-3)/(4,2)/(4,6)/(1,2)/(3,3)/(-3,-5)/(-4,3)"
GreveGymnasium2020,9.0,d,B,0,4,"(-5,0) / (3,0) / (5,-4) / (3,0) / (4,-5) / (3,0) / (-3,-4) / (-3,0) / (5,0) / (4,0) / (2,0) / (-1,-2) / (0,-3) /",9,"(0,6)/(3,2)/(2,6)/(4,-4)/(1,6)/(3,3)/(3,-5)/(5,-4)/(0,3)/(6,-5)"
GreveGymnasium2020,9.0,d,B,0,5,"(0,-1) / (3,3) / (3,0) / (-5,-5) / (6,0) / (-1,-1) / (-5,0) / (0,-3) / (3,0) / (4,0) / (-4,0) / (-2,0) / (-3,-2) /",11,"(4,-2)/(2,-4)/(2,4)/(3,2)/(4,-3)/(0,-1)/(0,-3)/(1,6)/(3,0)/(5,3)/(4,-5)/(5,0)"
GreveGymnasium2020,9.0,d,B,1,1,"(1,0) / (-1,5) / (6,-3) / (-3,0) / (3,0) / (1,0) / (-3,-3) / (-5,0) / (0,-2) / (0,-2) / (5,-2) / (0,-1) / (2,0) /",11,"(4,-1)/(1,0)/(3,4)/(3,0)/(4,6)/(4,0)/(0,3)/(4,0)/(2,-3)/(3,0)/(-3,3)/(6,3)"
GreveGymnasium2020,9.0,d,B,1,2,"(0,2) / (1,4) / (-1,2) / (3,-3) / (3,0) / (0,-2) / (3,0) / (1,0) / (4,0) / (2,0) / (2,-3) / (2,0) / (0,-1) /",9,"(2,6)/(0,4)/(2,0)/(2,6)/(2,6)/(0,-5)/(3,-2)/(4,5)/(-3,0)/(-1,-2)"
ScrantonScramble2020,9.0,c,B,0,1,"(0,-1) / (3,0) / (1,-2) / (-3,0) / (5,-1) / (3,0) / (6,-5) / (0,-3) / (4,-3) / (6,0) / (-1,0) /",9,"/(0,2)/(4,1)/(2,-3)/(2,3)/(1,4)/(3,5)/(0,-3)/(-1,6)/(-3,4)"
ScrantonScramble2020,9.0,c,B,0,2,"(0,-4) / (3,3) / (0,3) / (1,-2) / (-4,-1) / (-5,-3) / (-3,-3) / (3,0) / (-2,0) / (4,-4) / (1,-2) / (-2,0)",11,"(2,-1)/(0,6)/(1,-4)/(0,2)/(4,-4)/(4,-4)/(1,0)/(3,3)/(2,-3)/(1,4)/(5,5)/(0,4)"
ScrantonScramble2020,9.0,c,B,0,3,"(-2,-3) / (5,5) / (-3,0) / (3,0) / (6,-5) / (3,0) / (-5,-4) / (0,-2) / (2,-2) / (0,-2) / (4,-1) / (6,0)",11,"(3,-1)/(3,-2)/(2,-2)/(2,4)/(2,3)/(0,-4)/(2,4)/(0,4)/(2,-5)/(3,3)/(1,3)/(5,3)"
ScrantonScramble2020,9.0,c,B,0,4,"(0,2) / (3,0) / (-2,4) / (0,-3) / (2,-1) / (-3,-3) / (-2,0) / (-3,-3) / (-1,-4) / (-4,0) / (2,0) / (0,-4)",9,"(2,-4)/(0,2)/(2,-2)/(2,-4)/(2,-4)/(1,-4)/(1,6)/(2,0)/(-3,-3)/(-4,4)"
ScrantonScramble2020,9.0,c,B,0,5,"(1,-3) / (-1,2) / (1,-2) / (-3,0) / (5,-4) / (0,-5) / (3,0) / (-3,0) / (4,-4) / (6,0)",9,"(4,6)/(0,-4)/(4,-5)/(0,1)/(0,2)/(0,3)/(3,4)/(2,5)/(-5,1)/(5,-3)"
ScrantonScramble2020,9.0,c,B,1,1,"(0,2) / (6,-3) / (1,-5) / (-3,0) / (3,0) / (0,-3) / (2,-3) / (0,-3) / (0,-1) / (1,-4) / (0,-1) / (3,-4) / (4,0)",12,"(2,-1)/(1,-3)/(3,0)/(5,6)/(0,-3)/(2,-3)/(2,6)/(4,1)/(3,-2)/(4,3)/(0,-1)/(-3,0)/(2,4)"
ScrantonScramble2020,9.0,c,B,1,2,"(-2,0) / (-3,0) / (-4,-1) / (0,-3) / (1,-5) / (-1,-1) / (0,-2) / (0,-3) / (-2,0) / (2,0) / (0,-3) /",9,"(3,0)/(5,0)/(3,1)/(0,3)/(3,-3)/(0,2)/(4,-2)/(3,6)/(-3,-3)/(2,3)"
SSLFinalStockholm2019,9.0,c,B,0,1,"(-2,-3) / (0,3) / (-1,5) / (0,-3) / (3,0) / (4,0) / (-3,0) / (-1,0) / (4,0) / (-2,0) / (0,-3) / (-2,-3)",11,"(2,-1)/(2,4)/(0,2)/(0,-5)/(5,-4)/(3,-1)/(1,6)/(5,6)/(4,0)/(0,-3)/(0,4)/(-4,6)"
SSLFinalStockholm2019,9.0,c,B,0,2,"(1,0) / (-1,5) / (3,0) / (-3,0) / (4,-5) / (0,-4) / (0,-3) / (5,0) / (4,-3)",8,"(2,-3)/(3,-2)/(3,6)/(5,3)/(1,1)/(3,0)/(2,-4)/(1,4)/(2,6)"
SSLFinalStockholm2019,9.0,c,B,0,3,"(-5,0) / (-4,2) / (4,1) / (2,-4) / (-5,0) / (6,0) / (0,-3) / (0,-4) / (0,-5) / (3,-4) / (3,-2) / (6,-4) /",12,"(2,-4)/(2,-2)/(1,6)/(0,4)/(0,3)/(3,6)/(5,0)/(0,1)/(0,3)/(0,-4)/(1,4)/(-3,3)/(-1,3)"
SSLFinalStockholm2019,9.0,c,B,0,4,"(-3,-4) / (-5,-2) / (0,-3) / (-1,-4) / (-3,0) / (6,0) / (-2,0) / (-3,-3) / (5,0) / (4,-4) / (0,-2) / (0,-4)",9,"(2,4)/(0,2)/(0,-2)/(3,-2)/(3,3)/(0,1)/(3,0)/(5,-4)/(4,1)/(-1,0)"
SSLFinalStockholm2019,9.0,c,B,0,5,"(4,0) / (0,3) / (5,-4) / (-2,-2) / (0,-3) / (0,-3) / (6,-4) / (-3,-3) / (5,0) / (0,-2) / (-4,0) / (0,-4) / (0,-2)",10,"(2,-2)/(0,2)/(0,-4)/(3,4)/(1,6)/(2,0)/(3,3)/(3,5)/(3,0)/(-2,1)/(2,-3)"
SSLFinalStockholm2019,9.0,c,B,1,1,"(1,0) / (5,2) / (-2,-2) / (-3,0) / (0,-3) / (0,-4) / (-3,-3) / (-1,-2) / (-4,-2) / (0,-2) / (-2,0)",8,"(2,4)/(2,6)/(0,2)/(0,-4)/(2,-4)/(1,2)/(3,3)/(0,4)/(-1,3)"
SSLFinalStockholm2019,9.0,c,B,1,2,"(0,-1) / (-2,-2) / (-4,5) / (3,0) / (-3,0) / (1,0) / (0,-3) / (-1,-2) / (-3,0) / (-4,-1) / (6,-1) / (1,-4) /",10,"/(1,4)/(4,4)/(1,-4)/(3,-4)/(0,-2)/(3,5)/(0,3)/(3,6)/(6,-2)/(5,-3)"
XlingenOpen2019,9.0,d,A,0,1,"(-2,3) / (-3,0) / (0,-3) / (-1,-1) / (-3,0) / (4,-3) / (-3,0) / (-3,-2) / (2,0) / (-4,0) / (0,-4) / (1,0) / (2,0) /",9,"(3,-2)/(3,-2)/(0,1)/(2,5)/(1,3)/(0,3)/(2,3)/(3,6)/(-5,4)/(-1,-3)"
XlingenOpen2019,9.0,d,A,0,2,"(0,2) / (0,-3) / (4,1) / (2,-4) / (3,0) / (0,-3) / (-5,-3) / (-3,-3) / (-1,0) / (4,-4) / (-2,0) / (2,0) /",10,"(4,0)/(5,6)/(2,4)/(0,5)/(4,1)/(3,2)/(0,-3)/(3,0)/(3,-4)/(-3,3)/(3,-5)"
XlingenOpen2019,9.0,d,A,0,3,"(0,-1) / (4,-2) / (3,0) / (3,0) / (-4,-4) / (1,-5) / (-4,0) / (-3,0) / (4,0) / (3,0) / (4,-4) / (6,-5) / (3,0)",12,"(3,-2)/(2,-3)/(3,0)/(2,-3)/(3,0)/(0,-5)/(5,2)/(3,-2)/(3,6)/(2,3)/(1,-2)/(2,2)/(0,4)"
XlingenOpen2019,9.0,d,A,0,4,"(-3,-1) / (-2,-2) / (3,0) / (0,-3) / (5,-1) / (3,0) / (-2,0) / (0,-3) / (-1,0) / (-2,-2)",9,"(2,6)/(0,-2)/(3,2)/(3,-2)/(5,6)/(0,-2)/(5,2)/(0,-5)/(0,3)/(-3,6)"
XlingenOpen2019,9.0,d,A,0,5,"(0,-1) / (4,-2) / (3,0) / (-3,-3) / (-1,-1) / (4,-3) / (0,-3) / (-1,0) / (3,-4) / (-2,0) / (-5,0) / (-3,0) /",10,"(1,0)/(2,6)/(2,3)/(0,4)/(0,4)/(0,5)/(1,-2)/(1,6)/(5,3)/(6,3)/(2,-2)"
